KAPITALO KAPPA MASTER FIM,Mirae,D,2022-01-10,0.6,TD,ALPA4,200,R,,A,0,Emprestimo
KAPITALO KAPPA MASTER FIM,Mirae,D,2022-01-10,1.3599999999999999,TD,RDOR3,100,R,,A,0,Emprestimo
KAPITALO KAPPA MASTER FIM,Mirae,D,2022-01-10,0.44,TD,UGPA3,600,R,,A,0,Emprestimo
KAPITALO KAPPA MASTER FIM,Mirae,D,2022-01-03,1.27,TD,DXCO3,900,N,E1,A,0,Emprestimo
